ranker,player,nationality,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,matches
1,Kerry Abello,usUSA,DF,Orlando Pride,24,1999,26,,81.0,90.1,23.4,25,83.0,17,1,27.0,0,2.38,40.0,19.0,21.0,0.9,-1.04,Matches
2,Emeri Adames,usUSA,"MF,FW",Reign,17,2006,21,540.0,26.0,23.1,6.0,6,63.0,0,15,11.0,1,0.76,7.0,15.0,-8.0,-1.33,-0.88,Matches
3,Adriana,brBRA,"MF,FW",Orlando Pride,27,1996,23,,73.0,71.8,18.7,19,81.0,9,4,36.0,0,2.38,30.0,13.0,17.0,0.91,-0.32,Matches
4,Amirah Ali,usUSA,"FW,MF",SD Wave,25,1998,14,572.0,41.0,24.4,6.4,4,65.0,0,10,31.0,3,1.0,8.0,11.0,-3.0,-0.47,-0.06,Matches
5,Aline,brBRA,"FW,MF",NC Courage,18,2005,7,371.0,53.0,15.9,4.1,5,69.0,1,2,14.0,2,1.63,7.0,2.0,5.0,1.21,1.17,Matches
6,Amanda Allen,caCAN,FW,Orlando Pride,18,2005,8,87.0,11.0,3.7,1.0,0,,0,8,11.0,7,2.0,3.0,0.0,3.0,3.1,2.18,Matches
7,Emmie Allen,usUSA,GK,Bay FC,21,2002,0,,,,,0,,0,0,,4,,,,,,,Matches
8,Michelle Alozie,ngNGA,"FW,MF",Houston Dash,26,1997,24,,56.0,57.6,15.0,14,79.0,5,10,24.0,0,0.79,10.0,23.0,-13.0,-0.87,-0.05,Matches
9,Emily Alvarado,mxMEX,GK,Portland Thorns,25,1998,0,,,,,0,,0,0,,10,,,,,,,Matches
10,Emily Alvarado,mxMEX,GK,Houston Dash,25,1998,0,,,,,0,,0,0,,4,,,,,,,Matches
11,Angelina Anderson,usUSA,GK,Angel City FC,22,2001,3,270.0,90.0,11.5,3.0,3,90.0,3,0,,23,0.33,3.0,6.0,-3.0,-1.0,-0.57,Matches
12,Hannah Anderson,usUSA,DF,Red Stars,22,2001,16,,85.0,58.1,15.1,15,90.0,15,1,10.0,10,0.94,16.0,23.0,-7.0,-0.46,-0.46,Matches
13,Joelle Anderson,usUSA,MF,Bay FC,25,1998,17,916.0,54.0,39.1,10.2,10,76.0,4,7,22.0,4,1.41,12.0,16.0,-4.0,-0.39,-0.01,Matches
14,Andressa,brBRA,"MF,FW",Houston Dash,31,1992,24,,49.0,50.6,13.1,15,69.0,4,9,16.0,0,0.71,8.0,21.0,-13.0,-0.99,-0.29,Matches
15,Angelina,brBRA,MF,Orlando Pride,24,2000,21,,71.0,63.4,16.5,16,82.0,9,5,33.0,0,2.33,29.0,15.0,14.0,0.85,-0.41,Matches
16,Mackenzie Arnold,auAUS,GK,Portland Thorns,29,1994,5,450.0,90.0,19.2,5.0,5,90.0,5,0,,3,0.2,4.0,10.0,-6.0,-1.2,-1.58,Matches
17,Ary Borges,brBRA,MF,Racing Louisville,24,1999,14,826.0,59.0,35.3,9.2,10,75.0,5,4,18.0,1,1.21,11.0,14.0,-3.0,-0.33,-0.15,Matches
18,Kimmi Ascanio,usUSA,MF,SD Wave,16,2008,6,148.0,25.0,6.3,1.6,2,45.0,0,4,15.0,11,1.17,2.0,0.0,2.0,1.22,1.75,Matches
19,Katherine Asman,usUSA,GK,Portland Thorns,23,2000,0,,,,,0,,0,0,,2,,,,,,,Matches
20,Olivia Athens,usUSA,"MF,FW",Reign,24,1999,20,691.0,35.0,29.5,7.7,8,78.0,2,12,6.0,5,0.85,11.0,14.0,-3.0,-0.39,0.37,Matches
21,Rosella Ayane,maMAR,FW,Red Stars,27,1996,1,45.0,45.0,1.9,0.5,1,45.0,0,0,,3,0.0,0.0,1.0,-1.0,-2.0,-1.76,Matches
22,Madison Ayson,,DF,Houston Dash,,,1,9.0,9.0,0.4,0.1,0,,0,1,9.0,15,0.0,0.0,1.0,-1.0,-10.0,-9.19,Matches
23,Ramona Bachmann,chSUI,"FW,MF",Houston Dash,33,1990,12,834.0,70.0,35.6,9.3,10,77.0,1,2,31.0,2,1.08,4.0,7.0,-3.0,-0.32,0.81,Matches
24,Jordan Baggett,usUSA,MF,Racing Louisville,27,1996,3,85.0,28.0,3.6,0.9,1,65.0,0,2,10.0,13,1.33,2.0,2.0,0.0,0.0,0.24,Matches
25,Elexa Bahr,coCOL,"FW,MF",Racing Louisville,25,1998,16,,65.0,44.6,11.6,14,72.0,1,2,17.0,10,1.0,12.0,12.0,0.0,0.0,0.42,Matches
26,Dorian Bailey,usUSA,MF,Bay FC,27,1997,26,,65.0,71.8,18.7,18,83.0,11,8,23.0,0,1.26,22.0,30.0,-8.0,-0.43,-0.16,Matches
27,Elizabeth Ball,usUSA,DF,Current,28,1995,19,,64.0,52.2,13.6,12,87.0,10,7,25.0,7,2.42,35.0,18.0,17.0,1.25,0.53,Matches
28,Stine Ballisager Pedersen,dkDEN,DF,Current,30,1994,18,,59.0,45.6,11.9,11,90.0,11,7,11.0,8,2.21,20.0,17.0,3.0,0.25,-1.37,Matches
29,Barbra Banda,zmZAM,FW,Orlando Pride,23,2000,22,,79.0,74.4,19.3,20,84.0,12,2,28.0,0,2.52,40.0,12.0,28.0,1.45,1.75,Matches
30,Melanie Barcenas,usUSA,MF,SD Wave,16,2007,10,447.0,45.0,19.1,5.0,5,71.0,1,5,19.0,1,1.0,5.0,11.0,-6.0,-1.21,-0.97,Matches
31,Lauren Barnes,usUSA,DF,Reign,34,1989,21,,71.0,64.0,16.6,17,82.0,12,4,26.0,2,0.86,16.0,28.0,-12.0,-0.72,-0.19,Matches
32,Nicole Barnhart,usUSA,GK,Washington Spirit,42,1981,0,,,,,0,,0,0,,22,,,,,,,Matches
33,Ángela Barón,coCOL,DF,Racing Louisville,20,2003,1,13.0,13.0,0.6,0.1,0,,0,1,13.0,9,0.0,0.0,0.0,0.0,0.0,0.23,Matches
34,Hillary Beall,usUSA,GK,SD Wave,25,1999,2,118.0,59.0,5.0,1.3,1,90.0,1,1,28.0,24,1.5,2.0,2.0,0.0,0.0,0.45,Matches
35,Beatriz,brBRA,FW,Current,30,1993,16,866.0,54.0,37.0,9.6,11,66.0,1,5,27.0,0,2.5,27.0,10.0,17.0,1.77,1.22,Matches
36,Jennifer Beattie,sctSCO,DF,Bay FC,32,1991,8,409.0,51.0,17.5,4.5,6,68.0,0,2,1.0,17,1.5,5.0,6.0,-1.0,-0.22,0.2,Matches
37,Maycee Bell,usUSA,DF,NC Courage,23,2000,2,10.0,5.0,0.4,0.1,0,,0,2,5.0,2,1.5,1.0,1.0,0.0,0.0,-0.23,Matches
38,Maycee Bell,usUSA,DF,Gotham FC,23,2000,8,292.0,37.0,12.5,3.2,3,82.0,1,5,9.0,7,2.25,5.0,1.0,4.0,1.23,0.49,Matches
39,Elyse Bennett,usUSA,"MF,FW",SD Wave,24,1999,14,272.0,19.0,11.6,3.0,2,54.0,0,12,14.0,10,1.0,4.0,2.0,2.0,0.66,1.23,Matches
40,Ann-Katrin Berger,deGER,GK,Gotham FC,33,1990,22,,90.0,84.6,22.0,22,90.0,22,0,,1,2.33,39.0,16.0,23.0,1.05,1.55,Matches
41,Malia Berkely,usUSA,DF,NC Courage,25,1998,25,,88.0,94.4,24.5,25,88.0,24,0,,0,1.5,34.0,27.0,7.0,0.29,0.97,Matches
42,Hannah Betfort,usUSA,FW,Royals,25,1999,24,,70.0,71.4,18.6,18,83.0,10,6,30.0,1,0.92,16.0,30.0,-14.0,-0.75,-0.22,Matches
43,Croix Bethune,usUSA,MF,Washington Spirit,22,2001,17,,81.0,59.0,15.3,16,84.0,3,1,45.0,0,2.18,33.0,17.0,16.0,1.04,0.39,Matches
44,Michelle Betos,usUSA,GK,Gotham FC,35,1988,0,,,,,0,,0,0,,22,,,,,,,Matches
45,Camryn Biegalski,usUSA,"DF,MF",Red Stars,25,1998,7,377.0,54.0,16.1,4.2,3,84.0,2,4,32.0,8,0.38,3.0,8.0,-5.0,-1.19,-1.1,Matches
46,Jenna Bike,usUSA,"MF,FW",Red Stars,25,1998,23,,58.0,56.8,14.8,15,75.0,5,8,25.0,3,1.29,15.0,21.0,-6.0,-0.41,-0.32,Matches
47,Lynn Biyendolo,usUSA,"FW,MF",Gotham FC,30,1993,16,919.0,57.0,39.3,10.2,10,76.0,4,6,27.0,2,2.17,14.0,8.0,6.0,0.59,-0.36,Matches
48,Jordyn Bloomer,usUSA,GK,Racing Louisville,26,1997,0,,,,,0,,0,0,,19,,,,,,,Matches
49,Tess Boade,usUSA,"MF,FW",Bay FC,24,1999,25,,82.0,87.4,22.7,23,86.0,15,2,35.0,0,1.31,29.0,34.0,-5.0,-0.22,1.3,Matches
50,Bethany Bos,usUSA,"FW,MF",Reign,26,1997,15,,72.0,46.2,12.0,13,79.0,4,2,25.0,0,0.73,12.0,20.0,-8.0,-0.67,-0.02,Matches
51,Bethany Bos,usUSA,"FW,MF",Racing Louisville,26,1997,10,715.0,72.0,30.6,7.9,10,72.0,3,0,,0,1.2,7.0,11.0,-4.0,-0.5,-0.39,Matches
52,Lyza Bosselmann,,GK,Washington Spirit,,,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,7,0.0,0.0,0.0,0.0,0.0,-0.88,Matches
53,Marisa Bova,usUSA,GK,NC Courage,23,2000,0,,,,,0,,0,0,,21,,,,,,,Matches
54,Sophia Braun,arARG,DF,Current,24,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
55,Jordan Brewster,usUSA,DF,Bay FC,24,1999,1,10.0,10.0,0.4,0.1,0,,0,1,10.0,12,0.0,0.0,0.0,0.0,0.0,0.39,Matches
56,Gracie Brian,usUSA,MF,Houston Dash,22,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
57,Isabella Briede,usUSA,MF,Houston Dash,25,1998,17,371.0,22.0,15.9,4.1,2,63.0,0,15,16.0,7,0.53,3.0,7.0,-4.0,-0.97,-0.15,Matches
58,Messiah Bright,usUSA,FW,Angel City FC,24,2000,21,687.0,33.0,29.4,7.6,7,61.0,0,14,18.0,4,0.81,9.0,9.0,0.0,0.0,0.71,Matches
59,Courtney Brown,usUSA,MF,Washington Spirit,23,2000,24,947.0,39.0,40.5,10.5,10,67.0,2,14,20.0,1,2.24,16.0,7.0,9.0,0.86,-0.05,Matches
60,Ryanne Brown,usUSA,DF,Reign,25,1999,9,277.0,31.0,11.8,3.1,3,65.0,0,6,14.0,6,0.67,1.0,3.0,-2.0,-0.65,0.0,Matches
61,Bruninha,brBRA,DF,Gotham FC,21,2002,20,866.0,43.0,37.0,9.6,8,84.0,3,12,16.0,6,2.0,11.0,8.0,3.0,0.31,-0.79,Matches
62,Jordyn Bugg,usUSA,DF,Reign,17,2006,6,495.0,83.0,21.2,5.5,5,90.0,5,1,45.0,0,1.0,5.0,8.0,-3.0,-0.55,0.14,Matches
63,Zoe Burns,caCAN,"DF,MF",Royals,22,2002,21,,63.0,56.4,14.7,14,81.0,8,7,26.0,1,1.05,11.0,15.0,-4.0,-0.27,0.96,Matches
64,Anaïg Butel,frFRA,DF,Washington Spirit,31,1992,24,,79.0,81.4,21.2,21,87.0,19,3,25.0,2,2.04,41.0,24.0,17.0,0.8,-0.44,Matches
65,Jenna Butler,,DF,Washington Spirit,,,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,5,0.0,0.0,0.0,0.0,0.0,-0.88,Matches
66,Scarlett Camberos,mxMEX,"FW,MF",Bay FC,23,2000,10,694.0,69.0,29.7,7.7,8,81.0,1,2,23.0,1,0.9,8.0,12.0,-4.0,-0.52,-0.19,Matches
67,Jane Campbell,usUSA,GK,Houston Dash,28,1995,25,,90.0,96.2,25.0,25,90.0,25,0,,1,0.8,18.0,39.0,-21.0,-0.84,0.16,Matches
68,Gabrielle Carle,caCAN,DF,Washington Spirit,25,1998,26,,78.0,86.4,22.5,23,84.0,19,3,28.0,0,2.07,44.0,24.0,20.0,0.89,0.04,Matches
69,Jess Carter,engENG,DF,Gotham FC,26,1997,10,849.0,85.0,36.3,9.4,10,85.0,6,0,,0,2.42,15.0,7.0,8.0,0.85,0.06,Matches
70,Kyra Carusa,ieIRL,FW,SD Wave,28,1995,17,633.0,37.0,27.1,7.0,7,61.0,1,10,21.0,1,1.06,10.0,6.0,4.0,0.57,1.36,Matches
71,Delphine Cascarino,frFRA,"MF,FW",SD Wave,26,1997,10,638.0,64.0,27.3,7.1,7,82.0,3,3,20.0,0,1.0,11.0,12.0,-1.0,-0.14,0.39,Matches
72,Deyna Castellanos,veVEN,"MF,FW",Bay FC,24,1999,20,,53.0,45.3,11.8,12,75.0,4,8,20.0,5,1.0,13.0,24.0,-11.0,-0.93,-1.01,Matches
73,Allysha Chapman,caCAN,DF,Houston Dash,35,1989,8,542.0,68.0,23.2,6.0,6,82.0,4,2,27.0,5,0.75,7.0,13.0,-6.0,-1.0,-0.2,Matches
74,Temwa Chaŵinga,mwMWI,"MF,FW",Current,25,1998,25,,86.0,91.5,23.8,24,88.0,19,1,28.0,0,2.04,50.0,28.0,22.0,0.92,-0.89,Matches
75,Milly Clegg,nzNZL,FW,Racing Louisville,18,2005,1,19.0,19.0,0.8,0.2,0,,0,1,19.0,8,0.0,0.0,1.0,-1.0,-4.74,-4.54,Matches
76,Mikayla Cluff,usUSA,MF,Royals,24,1999,11,481.0,44.0,20.6,5.3,5,76.0,3,6,17.0,4,0.64,3.0,10.0,-7.0,-1.31,-0.78,Matches
77,Sam Coffey,usUSA,MF,Portland Thorns,25,1998,24,,83.0,85.1,22.1,23,86.0,18,1,23.0,0,1.32,35.0,29.0,6.0,0.27,1.3,Matches
78,Danielle Colaprico,usUSA,MF,SD Wave,30,1993,23,,68.0,66.5,17.3,18,78.0,10,5,32.0,1,1.04,16.0,19.0,-3.0,-0.17,0.74,Matches
79,Kaylie Collins,usUSA,GK,Washington Spirit,25,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
80,Caroline Conti,usUSA,MF,Bay FC,22,2001,8,98.0,12.0,4.2,1.1,1,65.0,0,7,5.0,15,1.88,2.0,4.0,-2.0,-1.84,-1.52,Matches
81,Alana Cook,usUSA,DF,Reign,26,1997,11,844.0,77.0,36.1,9.4,9,88.0,8,2,25.0,1,0.55,13.0,22.0,-9.0,-0.96,-0.48,Matches
82,Alana Cook,usUSA,DF,Current,26,1997,10,855.0,86.0,36.5,9.5,10,86.0,8,0,,0,1.92,16.0,8.0,8.0,0.84,-0.25,Matches
83,Ally Cook,,FW,Red Stars,,,14,217.0,16.0,9.3,2.4,1,45.0,0,13,13.0,7,1.27,1.0,5.0,-4.0,-1.66,-1.53,Matches
84,Ava Cook,usUSA,FW,Red Stars,23,2000,3,97.0,32.0,4.1,1.1,0,,0,3,32.0,1,2.0,2.0,1.0,1.0,0.93,1.25,Matches
85,Michelle Cooper,usUSA,"MF,FW",Current,21,2002,21,,64.0,57.4,14.9,15,78.0,3,6,30.0,0,2.0,31.0,16.0,15.0,1.0,0.01,Matches
86,Ana-Maria Crnogorčević,chSUI,"FW,MF",Reign,33,1990,10,716.0,72.0,30.6,8.0,8,83.0,4,2,26.0,0,1.2,7.0,12.0,-5.0,-0.63,0.04,Matches
87,McKinley Crone,,GK,Orlando Pride,,,0,,,,,0,,0,0,,26,,,,,,,Matches
88,Chardonnay Curran,usUSA,FW,Red Stars,24,1999,11,241.0,22.0,10.3,2.7,0,,0,11,22.0,4,0.91,5.0,5.0,0.0,0.0,0.3,Matches
89,Madison Curry,usUSA,DF,Angel City FC,23,2001,22,,72.0,68.0,17.7,20,78.0,11,2,11.0,1,1.23,22.0,28.0,-6.0,-0.34,0.5,Matches
90,Izzy D'Aquila,usUSA,"MF,FW",Portland Thorns,22,2001,14,454.0,32.0,19.4,5.0,4,71.0,1,10,17.0,6,0.86,5.0,7.0,-2.0,-0.4,-0.59,Matches
91,Abby Dahlkemper,usUSA,DF,Bay FC,30,1993,9,810.0,90.0,34.6,9.0,9,90.0,9,0,,0,1.6,11.0,11.0,0.0,0.0,0.59,Matches
92,Abby Dahlkemper,usUSA,DF,SD Wave,30,1993,13,,87.0,48.1,12.5,12,90.0,12,1,45.0,0,0.62,6.0,15.0,-9.0,-0.72,-0.57,Matches
93,Tierna Davidson,usUSA,DF,Gotham FC,25,1998,19,,75.0,60.6,15.7,16,83.0,14,3,31.0,1,2.05,22.0,13.0,9.0,0.57,-0.6,Matches
94,Debinha,brBRA,"MF,FW",Current,32,1991,22,,67.0,62.6,16.3,17,78.0,3,5,27.0,0,2.0,32.0,15.0,17.0,1.05,0.12,Matches
95,Kate Del Fava,usUSA,DF,Royals,25,1998,26,,90.0,100.0,26.0,26,90.0,26,0,,0,0.96,22.0,40.0,-18.0,-0.69,,Matches
96,Cece Delzer,usUSA,"FW,MF",Gotham FC,26,1997,5,65.0,13.0,2.8,0.7,0,,0,5,13.0,0,2.33,3.0,0.0,3.0,4.15,3.44,Matches
97,Cece Delzer,usUSA,"FW,MF",Houston Dash,26,1997,5,216.0,43.0,9.2,2.4,3,60.0,0,2,19.0,0,0.2,1.0,7.0,-6.0,-2.5,-1.82,Matches
98,Savannah Demelo,usUSA,MF,Racing Louisville,25,1998,21,,83.0,74.7,19.4,20,85.0,12,1,45.0,1,1.24,24.0,29.0,-5.0,-0.26,-0.11,Matches
99,Ana Dias,ptPOR,FW,Portland Thorns,26,1997,10,237.0,24.0,10.1,2.6,2,67.0,0,8,13.0,3,2.0,3.0,1.0,2.0,0.76,0.76,Matches
100,Vanessa DiBernardo,usUSA,"MF,FW",Current,31,1992,23,,67.0,65.4,17.0,20,71.0,1,3,37.0,0,2.08,36.0,14.0,22.0,1.29,0.85,Matches
101,Claudia Dickey,usUSA,GK,Reign,24,2000,18,,88.0,67.9,17.7,18,88.0,17,0,,0,1.06,17.0,24.0,-7.0,-0.4,0.8,Matches
102,Marisa DiGrande,usUSA,MF,Racing Louisville,26,1997,23,,76.0,75.1,19.5,20,83.0,14,3,30.0,3,1.09,24.0,29.0,-5.0,-0.26,-0.1,Matches
103,Maya Doms,usUSA,MF,Bay FC,22,2001,1,15.0,15.0,0.6,0.2,0,,0,1,15.0,12,0.0,0.0,1.0,-1.0,-6.0,-5.65,Matches
104,Makenzy Doniak,usUSA,MF,SD Wave,29,1994,24,,59.0,60.3,15.7,17,68.0,2,7,37.0,0,1.0,11.0,25.0,-14.0,-0.89,-1.18,Matches
105,Imani Dorsey,usUSA,DF,Royals,27,1996,2,134.0,67.0,5.7,1.5,2,67.0,1,0,,0,1.5,2.0,3.0,-1.0,-0.67,0.02,Matches
106,Julia Dorsey,usUSA,DF,NC Courage,23,2000,0,,,,,0,,0,0,,2,,,,,,,Matches
107,Meggie Dougherty Howard,usUSA,MF,Angel City FC,28,1995,18,,65.0,49.8,12.9,14,78.0,4,4,17.0,4,1.06,16.0,22.0,-6.0,-0.46,0.07,Matches
108,Julie Doyle,usUSA,MF,Orlando Pride,25,1998,24,,57.0,58.3,15.2,19,64.0,1,5,30.0,1,2.41,25.0,15.0,10.0,0.66,-0.82,Matches
109,Evelina Duljan,seSWE,FW,Orlando Pride,20,2003,8,179.0,22.0,7.6,2.0,1,64.0,0,7,16.0,9,2.0,2.0,2.0,0.0,0.0,-1.08,Matches
110,Crystal Dunn,usUSA,"MF,FW",Gotham FC,31,1992,20,,53.0,45.1,11.7,12,71.0,1,8,25.0,0,2.0,14.0,10.0,4.0,0.34,-0.85,Matches
111,Caprice Dydasco,usUSA,DF,Bay FC,30,1993,25,,81.0,86.5,22.5,22,88.0,20,3,31.0,1,1.31,27.0,33.0,-6.0,-0.27,0.88,Matches
112,Cori Dyke,usUSA,DF,Orlando Pride,23,2000,21,,52.0,47.0,12.2,11,80.0,7,10,22.0,1,2.5,17.0,10.0,7.0,0.57,-0.81,Matches
113,Elizabeth Eddy,usUSA,MF,Angel City FC,32,1991,3,32.0,11.0,1.4,0.4,0,,0,3,11.0,12,0.33,1.0,2.0,-1.0,-2.81,-2.34,Matches
114,Kristen Edmonds,usUSA,"DF,MF",Gotham FC,36,1987,0,,,,,0,,0,0,,3,,,,,,,Matches
115,Emily van Egmond,auAUS,MF,SD Wave,30,1993,26,,73.0,80.8,21.0,19,88.0,17,7,30.0,0,0.96,20.0,33.0,-13.0,-0.62,-1.02,Matches
116,Claire Emslie,sctSCO,"MF,FW",Angel City FC,29,1994,26,,75.0,83.8,21.8,24,79.0,11,2,30.0,0,1.04,24.0,31.0,-7.0,-0.32,1.1,Matches
117,Sierra Enge,usUSA,DF,SD Wave,23,2000,1,90.0,90.0,3.8,1.0,1,90.0,1,0,,11,3.0,2.0,0.0,2.0,2.0,2.52,Matches
118,Abby Erceg,nzNZL,DF,Racing Louisville,34,1989,26,,90.0,100.0,26.0,26,90.0,26,0,,0,1.08,33.0,39.0,-6.0,-0.23,,Matches
119,Sinead Farrelly,ieIRL,MF,Gotham FC,34,1989,1,2.0,2.0,0.1,0.0,0,,0,1,2.0,1,1.0,1.0,1.0,0.0,0.0,-0.81,Matches
120,Bayley Feist,usUSA,MF,Current,26,1997,16,572.0,36.0,24.4,6.4,6,76.0,3,10,12.0,8,1.89,10.0,8.0,2.0,0.31,-0.91,Matches
121,Kayla Fischer,usUSA,"MF,FW",Racing Louisville,24,2000,24,,47.0,48.5,12.6,12,70.0,4,12,25.0,0,0.92,18.0,23.0,-5.0,-0.4,-0.32,Matches
122,Jess Fishlock,wlsWAL,"MF,FW",Reign,37,1987,18,,78.0,59.7,15.5,17,81.0,13,1,13.0,0,1.11,17.0,29.0,-12.0,-0.77,-0.3,Matches
123,Jessie Fleming,caCAN,MF,Portland Thorns,25,1998,25,,68.0,72.7,18.9,21,77.0,6,4,20.0,0,1.19,23.0,27.0,-4.0,-0.21,-1.06,Matches
124,Taylor Flint,usUSA,MF,Racing Louisville,25,1998,24,,85.0,87.6,22.8,24,85.0,20,0,,0,1.17,31.0,35.0,-4.0,-0.18,0.45,Matches
125,Lauren Flynn,usUSA,DF,Royals,21,2002,12,893.0,74.0,38.2,9.9,10,83.0,9,2,30.0,4,0.5,4.0,22.0,-18.0,-1.81,-1.81,Matches
126,Dana Foederer,nlNED,MF,Royals,21,2002,23,,67.0,65.5,17.0,17,83.0,6,6,21.0,0,1.0,9.0,29.0,-20.0,-1.17,-1.4,Matches
127,Adrianna Franch,usUSA,GK,Current,33,1990,17,,90.0,65.4,17.0,17,90.0,17,0,,9,2.06,41.0,26.0,15.0,0.88,-0.34,Matches
128,Bea Franklin,usUSA,MF,Red Stars,23,2000,16,,69.0,47.4,12.3,12,87.0,9,4,16.0,6,1.0,13.0,17.0,-4.0,-0.32,-0.1,Matches
129,Macey Fraser,nzNZL,MF,Royals,21,2002,4,210.0,53.0,9.0,2.3,2,82.0,1,2,24.0,0,0.75,1.0,3.0,-2.0,-0.86,-0.18,Matches
130,Mandy Freeman,usUSA,DF,Gotham FC,28,1995,16,751.0,47.0,32.1,8.3,7,85.0,3,9,17.0,8,2.5,23.0,7.0,16.0,1.92,1.63,Matches
131,Kennedy Fuller,usUSA,"MF,FW",Angel City FC,16,2007,19,979.0,52.0,41.8,10.9,10,82.0,4,9,17.0,4,1.16,13.0,20.0,-7.0,-0.64,-0.25,Matches
132,Ryan Gareis,usUSA,"MF,FW",Houston Dash,25,1998,7,327.0,47.0,14.0,3.6,5,61.0,0,2,11.0,1,0.86,5.0,8.0,-3.0,-0.83,0.02,Matches
133,Morgan Gautrat,usUSA,MF,Orlando Pride,30,1993,17,850.0,50.0,36.3,9.4,11,68.0,1,6,18.0,2,2.32,10.0,9.0,1.0,0.11,-1.4,Matches
134,Naomi Girma,usUSA,DF,SD Wave,23,2000,20,,86.0,73.2,19.0,20,86.0,17,0,,1,0.85,16.0,27.0,-11.0,-0.58,-0.58,Matches
135,Hanna Glas,seSWE,DF,Reign,30,1993,7,473.0,68.0,20.2,5.3,6,74.0,1,1,28.0,1,0.43,3.0,11.0,-8.0,-1.52,-1.09,Matches
136,Hanna Glas,seSWE,DF,Current,30,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
137,Parker Goins,usUSA,MF,Racing Louisville,25,1998,14,173.0,12.0,7.4,1.9,0,,0,14,12.0,11,0.93,4.0,5.0,-1.0,-0.52,-0.31,Matches
138,Nádia Gomes,ptPOR,"MF,FW",Red Stars,27,1996,9,234.0,26.0,10.0,2.6,3,50.0,0,6,14.0,5,1.11,3.0,3.0,0.0,0.0,0.3,Matches
