ranker,player,nationality,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,matches
139,Esther González,esESP,"FW,MF",Gotham FC,31,1992,21,,75.0,67.4,17.5,18,82.0,8,3,33.0,0,2.17,29.0,10.0,19.0,1.08,0.85,Matches
140,Sarah Gorden,usUSA,DF,Angel City FC,31,1992,24,,86.0,87.9,22.8,24,86.0,22,0,,0,1.08,26.0,37.0,-11.0,-0.48,0.15,Matches
141,Emily Gray,usUSA,MF,Royals,23,2000,2,3.0,2.0,0.1,0.0,0,,0,2,2.0,13,0.0,0.0,0.0,0.0,0.0,0.69,Matches
142,Sarah Griffith,usUSA,MF,Red Stars,24,1999,7,190.0,27.0,8.1,2.1,3,55.0,0,4,6.0,10,1.14,2.0,5.0,-3.0,-1.42,-1.25,Matches
143,Shea Groom,usUSA,"MF,FW",Red Stars,30,1993,17,530.0,31.0,22.6,5.9,3,79.0,0,14,21.0,4,0.89,9.0,12.0,-3.0,-0.51,-0.31,Matches
144,Julia Grosso,caCAN,MF,Red Stars,23,2000,10,852.0,85.0,36.4,9.5,10,85.0,4,0,,0,0.82,8.0,14.0,-6.0,-0.63,-0.57,Matches
145,Julia Grosso,usUSA,DF,Royals,25,1998,0,,,,,0,,0,0,,6,,,,,,,Matches
146,Gabriela Guillén,crCRC,DF,Houston Dash,31,1992,0,,,,,0,,0,0,,1,,,,,,,Matches
147,Kristen Hamilton,usUSA,"FW,MF",Current,31,1992,3,87.0,29.0,3.7,1.0,0,,0,3,29.0,8,1.5,3.0,3.0,0.0,0.0,-1.04,Matches
148,Madison Hammond,usUSA,MF,Angel City FC,26,1997,23,,60.0,59.1,15.4,15,82.0,8,8,19.0,1,1.09,17.0,22.0,-5.0,-0.33,0.43,Matches
149,Hensley Hancuff,usUSA,GK,NC Courage,23,2000,0,,,,,0,,0,0,,5,,,,,,,Matches
150,DiDi Haracic,baBIH,GK,Angel City FC,31,1992,23,,90.0,88.5,23.0,23,90.0,23,0,,3,1.13,26.0,36.0,-10.0,-0.43,0.57,Matches
151,Jyllissa Harris,usUSA,DF,Houston Dash,23,2000,11,804.0,73.0,34.4,8.9,9,88.0,8,2,5.0,15,0.55,9.0,20.0,-11.0,-1.23,-0.59,Matches
152,Ashley Hatch,usUSA,"FW,MF",Washington Spirit,28,1995,24,,58.0,60.0,15.6,16,73.0,3,8,30.0,1,2.07,29.0,16.0,13.0,0.83,-0.13,Matches
153,Anna Heilferty,usUSA,DF,Washington Spirit,24,1999,2,71.0,36.0,3.0,0.8,0,,0,2,36.0,4,1.5,2.0,0.0,2.0,2.54,1.7,Matches
154,Amandine Henry,frFRA,MF,Angel City FC,34,1989,4,263.0,66.0,11.2,2.9,3,81.0,2,1,19.0,0,1.0,2.0,5.0,-3.0,-1.03,-0.59,Matches
155,Amandine Henry,frFRA,MF,Royals,34,1989,10,840.0,84.0,35.9,9.3,9,90.0,9,1,30.0,1,0.7,3.0,17.0,-14.0,-1.5,-1.26,Matches
156,Hal Hershfelt,usUSA,MF,Washington Spirit,22,2001,25,,83.0,88.7,23.1,23,87.0,19,2,37.0,0,2.14,49.0,23.0,26.0,1.13,2.15,Matches
157,Samantha Hiatt,usUSA,DF,Gotham FC,26,1998,17,,66.0,47.6,12.4,12,81.0,8,5,28.0,3,2.29,20.0,9.0,11.0,0.89,0.15,Matches
158,Rachel Hill,usUSA,"MF,FW",Bay FC,28,1995,18,,62.0,47.4,12.3,12,81.0,8,6,23.0,1,1.47,12.0,17.0,-5.0,-0.41,-0.04,Matches
159,Heather Hinz,usUSA,GK,Houston Dash,22,2001,1,90.0,90.0,3.8,1.0,1,90.0,1,0,,16,0.0,2.0,3.0,-1.0,-1.0,-0.16,Matches
160,Sophie Hirst,usUSA,MF,Portland Thorns,23,2000,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,7,3.0,0.0,0.0,0.0,0.0,-0.08,Matches
161,Sophie Hirst,usUSA,MF,Houston Dash,23,2000,7,286.0,41.0,12.2,3.2,3,63.0,0,4,24.0,4,1.14,3.0,4.0,-1.0,-0.31,0.61,Matches
162,Penelope Hocking,usUSA,"FW,MF",Red Stars,24,1999,13,982.0,76.0,42.0,10.9,12,79.0,3,1,32.0,0,1.23,16.0,17.0,-1.0,-0.09,0.31,Matches
163,Penelope Hocking,usUSA,"MF,FW",Bay FC,24,1999,8,373.0,47.0,15.9,4.1,3,79.0,2,5,27.0,0,1.44,4.0,3.0,1.0,0.24,0.74,Matches
164,Shelby Hogan,usUSA,GK,Portland Thorns,25,1998,21,,90.0,80.8,21.0,21,90.0,21,0,,5,1.5,33.0,25.0,8.0,0.38,1.58,Matches
165,Shae Holmes,usUSA,DF,Reign,23,2000,19,,62.0,50.7,13.2,12,87.0,8,7,21.0,7,1.21,12.0,23.0,-11.0,-0.83,-0.37,Matches
166,Haley Hopkins,usUSA,"FW,MF",NC Courage,25,1998,23,,64.0,62.6,16.3,18,77.0,7,5,17.0,2,1.46,18.0,20.0,-2.0,-0.12,-0.94,Matches
167,Jaelin Howell,usUSA,MF,Reign,24,1999,8,477.0,60.0,20.4,5.3,5,85.0,2,3,18.0,0,0.75,5.0,9.0,-4.0,-0.75,-0.13,Matches
168,Jaelin Howell,usUSA,MF,Racing Louisville,24,1999,12,701.0,58.0,30.0,7.8,8,79.0,6,4,17.0,2,1.0,9.0,10.0,-1.0,-0.13,0.15,Matches
169,Kelli Hubly,usUSA,DF,Portland Thorns,29,1994,20,,86.0,73.5,19.1,19,89.0,17,1,32.0,5,0.9,26.0,30.0,-4.0,-0.21,-1.08,Matches
170,Sofia Huerta,usUSA,DF,Reign,31,1992,19,,90.0,73.1,19.0,19,90.0,19,0,,0,1.05,23.0,32.0,-9.0,-0.47,0.67,Matches
171,Jordyn Huitema,caCAN,"FW,MF",Reign,22,2001,18,,84.0,64.3,16.7,17,87.0,10,1,30.0,0,1.06,17.0,24.0,-7.0,-0.42,0.66,Matches
172,Claire Hutton,usUSA,MF,Current,18,2006,22,,75.0,70.6,18.4,19,83.0,10,3,27.0,0,2.13,50.0,25.0,25.0,1.36,1.23,Matches
173,Laurel Ivory,usUSA,GK,Reign,24,1999,9,751.0,83.0,32.1,8.3,8,90.0,8,1,31.0,17,0.44,10.0,20.0,-10.0,-1.2,-0.8,Matches
174,Riley Jackson,usUSA,MF,NC Courage,18,2005,18,316.0,18.0,13.5,3.5,3,58.0,0,15,10.0,3,1.44,5.0,7.0,-2.0,-0.57,-0.93,Matches
175,Natalie Jacobs,usUSA,DF,Houston Dash,26,1997,16,,77.0,52.9,13.8,14,85.0,12,2,26.0,2,0.63,9.0,15.0,-6.0,-0.44,0.87,Matches
176,Sofia Jakobsson,seSWE,"MF,FW",SD Wave,33,1990,12,559.0,47.0,23.9,6.2,6,74.0,1,6,20.0,3,0.75,2.0,7.0,-5.0,-0.81,-0.5,Matches
177,Angharad James,wlsWAL,MF,Reign,29,1994,15,888.0,59.0,37.9,9.9,12,65.0,0,3,36.0,10,0.73,14.0,20.0,-6.0,-0.61,0.07,Matches
178,Ellie Jean,usUSA,DF,Racing Louisville,27,1997,8,592.0,74.0,25.3,6.6,6,88.0,5,2,33.0,17,0.63,8.0,14.0,-6.0,-0.91,-0.91,Matches
179,Mwanalima Jereko,keKEN,MF,Current,26,1997,3,45.0,15.0,1.9,0.5,0,,0,3,15.0,5,1.0,0.0,2.0,-2.0,-4.0,-5.1,Matches
180,Celia Jiménez,esESP,DF,Orlando Pride,28,1995,3,74.0,25.0,3.2,0.8,1,65.0,0,2,5.0,15,2.0,1.0,1.0,0.0,0.0,-1.03,Matches
181,Katie Johnson,mxMEX,"FW,MF",Angel City FC,29,1994,5,89.0,18.0,3.8,1.0,0,,0,5,18.0,12,1.4,0.0,2.0,-2.0,-2.02,-1.58,Matches
182,Mya Jones,caCAN,"MF,FW",SD Wave,22,2001,19,852.0,45.0,36.4,9.5,12,62.0,1,7,15.0,4,0.89,7.0,14.0,-7.0,-0.74,-0.5,Matches
183,Jameese Joseph,usUSA,"MF,FW",Red Stars,21,2002,23,,45.0,44.4,11.5,9,71.0,0,14,29.0,1,1.08,14.0,15.0,-1.0,-0.09,0.33,Matches
184,Júlia,brBRA,MF,Red Stars,26,1997,17,785.0,46.0,33.5,8.7,9,70.0,2,8,19.0,8,1.06,9.0,13.0,-4.0,-0.46,-0.28,Matches
185,Uchenna Kanu,ngNGA,"MF,FW",Racing Louisville,26,1997,12,751.0,63.0,32.1,8.3,10,70.0,0,2,28.0,3,1.25,13.0,10.0,3.0,0.36,0.87,Matches
186,Kerolin,brBRA,FW,NC Courage,24,1999,5,235.0,47.0,10.0,2.6,2,78.0,0,3,27.0,0,1.17,4.0,4.0,0.0,0.0,-0.26,Matches
187,Alex Kerr,usUSA,FW,Orlando Pride,22,2001,1,7.0,7.0,0.3,0.1,0,,0,1,7.0,6,1.0,0.0,0.0,0.0,0.0,-1.0,Matches
188,Savannah King,usUSA,DF,Bay FC,18,2005,18,,61.0,47.3,12.3,12,82.0,5,6,20.0,2,1.17,14.0,25.0,-11.0,-0.9,-0.97,Matches
189,Tziarra King,usUSA,"MF,FW",Reign,25,1998,23,,58.0,57.1,14.9,18,69.0,0,5,19.0,2,0.83,15.0,28.0,-13.0,-0.88,-0.52,Matches
190,Aubrey Kingsbury,usUSA,GK,Washington Spirit,32,1991,26,,90.0,100.0,26.0,26,90.0,25,0,,0,2.07,51.0,28.0,23.0,0.88,0.88,Matches
191,Meghan Klingenberg,usUSA,"MF,DF",Portland Thorns,35,1988,12,253.0,21.0,10.8,2.8,2,56.0,0,10,14.0,9,1.67,5.0,5.0,0.0,0.0,-0.09,Matches
192,Rosemonde Kouassi,ciCIV,"MF,FW",Washington Spirit,22,2001,8,552.0,69.0,23.6,6.1,7,76.0,2,1,20.0,1,1.7,9.0,7.0,2.0,0.33,-0.73,Matches
193,Lauren Kozal,usUSA,GK,Portland Thorns,23,2000,0,,,,,0,,0,0,,7,,,,,,,Matches
194,Casey Krueger,usUSA,DF,Washington Spirit,33,1990,22,,76.0,71.7,18.6,20,82.0,13,2,22.0,2,2.16,38.0,19.0,19.0,1.02,0.48,Matches
195,Natalia Kuikka,fiFIN,DF,Red Stars,28,1995,25,,82.0,88.0,22.9,25,82.0,20,0,,0,1.23,28.0,34.0,-6.0,-0.26,0.06,Matches
196,Racheal Kundananji,zmZAM,"FW,MF",Bay FC,23,2000,21,,87.0,77.9,20.3,20,90.0,17,1,29.0,1,1.27,26.0,36.0,-10.0,-0.49,-0.49,Matches
197,Yūka Kurosaki,jpJPN,MF,Racing Louisville,26,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
198,Kaleigh Kurtz,usUSA,DF,NC Courage,26,1997,26,,90.0,100.0,26.0,26,90.0,26,0,,0,1.44,34.0,28.0,6.0,0.23,,Matches
199,Lo'eau LaBonta,usUSA,MF,Current,30,1993,24,,80.0,82.1,21.3,21,88.0,16,3,26.0,0,2.08,47.0,25.0,22.0,1.03,0.17,Matches
200,Cloé Lacasse,caCAN,"MF,FW",Royals,30,1993,9,664.0,74.0,28.4,7.4,8,79.0,5,1,30.0,0,1.78,11.0,6.0,5.0,0.68,1.91,Matches
201,Mariana Larroquette,arARG,FW,Orlando Pride,31,1992,4,52.0,13.0,2.2,0.6,0,,0,4,13.0,11,2.0,1.0,0.0,1.0,1.73,0.75,Matches
202,Veronica Latsko,usUSA,"MF,DF",Reign,28,1995,23,,51.0,50.3,13.1,11,81.0,6,12,24.0,0,0.87,13.0,23.0,-10.0,-0.76,-0.22,Matches
203,Lauren,brBRA,DF,Current,21,2002,3,78.0,26.0,3.3,0.9,1,72.0,0,2,3.0,4,2.0,5.0,2.0,3.0,3.46,2.55,Matches
204,Rose Lavelle,usUSA,MF,Gotham FC,28,1995,21,,67.0,60.4,15.7,16,79.0,8,5,29.0,0,2.3,29.0,11.0,18.0,1.15,0.86,Matches
205,Claire Lavogez,frFRA,"FW,MF",Current,29,1994,14,481.0,34.0,20.6,5.3,4,58.0,0,10,25.0,2,2.07,13.0,10.0,3.0,0.56,-0.55,Matches
206,Carrie Lawrence,usUSA,DF,Orlando Pride,26,1997,9,288.0,32.0,12.3,3.2,3,59.0,0,6,18.0,16,2.67,9.0,3.0,6.0,1.87,1.0,Matches
207,Clarisse Le Bihan,frFRA,MF,Angel City FC,29,1994,10,489.0,49.0,20.9,5.4,6,73.0,1,4,12.0,5,1.1,4.0,8.0,-4.0,-0.74,-0.3,Matches
208,Ally Lemos,usUSA,MF,Orlando Pride,19,2004,13,346.0,27.0,14.8,3.8,2,82.0,0,11,17.0,9,2.31,9.0,3.0,6.0,1.56,0.66,Matches
209,Sydney Leroux,usUSA,FW,Angel City FC,33,1990,25,,70.0,74.3,19.3,19,82.0,11,6,29.0,0,1.04,22.0,34.0,-12.0,-0.62,-0.47,Matches
210,Julia Lester,usUSA,DF,Reign,26,1998,5,213.0,43.0,9.1,2.4,2,90.0,2,3,11.0,9,1.8,6.0,5.0,1.0,0.42,1.18,Matches
211,Payton Linnehan,usUSA,"MF,FW",Portland Thorns,22,2001,18,739.0,41.0,31.6,8.2,6,67.0,0,12,28.0,2,1.53,11.0,5.0,6.0,0.73,0.96,Matches
212,Alex Loera,usUSA,MF,Bay FC,24,1999,4,294.0,74.0,12.6,3.3,4,74.0,2,0,,0,1.5,7.0,7.0,0.0,0.0,0.44,Matches
213,Maitane López Millán,esESP,"MF,DF",Gotham FC,28,1995,13,414.0,32.0,17.7,4.6,4,79.0,3,9,11.0,6,2.08,4.0,4.0,0.0,0.0,-0.98,Matches
214,Luana,brBRA,MF,Orlando Pride,30,1993,3,189.0,63.0,8.1,2.1,2,72.0,0,1,45.0,0,1.0,3.0,4.0,-1.0,-0.48,-1.61,Matches
215,Ludmila,brBRA,"FW,MF",Red Stars,29,1994,7,529.0,76.0,22.6,5.9,6,84.0,2,1,24.0,0,1.29,5.0,6.0,-1.0,-0.17,0.13,Matches
216,Katie Lund,usUSA,GK,Racing Louisville,27,1996,26,,90.0,100.0,26.0,26,90.0,26,0,,0,1.08,33.0,39.0,-6.0,-0.23,,Matches
217,Hanna Lundkvist,seSWE,DF,SD Wave,21,2002,23,,79.0,77.5,20.2,21,83.0,13,2,31.0,2,0.91,19.0,28.0,-9.0,-0.45,-0.1,Matches
218,Tyler Lussi,usUSA,"MF,FW",NC Courage,29,1995,22,,67.0,62.7,16.3,20,70.0,2,2,36.0,4,1.5,19.0,17.0,2.0,0.12,-0.29,Matches
219,Hailie Mace,usUSA,DF,Current,26,1997,23,,78.0,76.8,20.0,20,84.0,13,3,38.0,0,1.96,44.0,21.0,23.0,1.15,0.65,Matches
220,Hildah Magaia,zaRSA,FW,Current,29,1994,6,50.0,8.0,2.1,0.6,0,,0,6,8.0,3,2.17,1.0,1.0,0.0,0.0,-1.02,Matches
221,Taylor Malham,usUSA,DF,Red Stars,24,1999,19,,76.0,61.4,16.0,16,84.0,12,3,32.0,7,1.4,18.0,22.0,-4.0,-0.25,0.05,Matches
222,Alyssa Malonson,usUSA,DF,Bay FC,24,1999,22,,62.0,57.8,15.0,16,78.0,8,6,17.0,3,1.35,18.0,19.0,-1.0,-0.07,0.75,Matches
223,Princess Marfo,ghGHA,FW,Bay FC,20,2003,9,245.0,27.0,10.5,2.7,2,74.0,0,7,14.0,9,0.33,6.0,8.0,-2.0,-0.73,-0.39,Matches
224,Marta,brBRA,"MF,FW",Orlando Pride,37,1986,23,,75.0,74.1,19.3,19,84.0,11,4,34.0,0,2.31,34.0,14.0,20.0,1.04,0.15,Matches
225,Nealy Martin,usUSA,MF,Gotham FC,25,1998,25,,76.0,81.7,21.2,22,81.0,12,3,40.0,0,2.11,35.0,18.0,17.0,0.8,-0.04,Matches
226,Brianna Martinez,usUSA,DF,Orlando Pride,23,2000,13,698.0,54.0,29.8,7.8,8,79.0,4,5,13.0,6,2.23,12.0,4.0,8.0,1.03,0.04,Matches
227,Merritt Mathias,usUSA,DF,Angel City FC,33,1990,13,371.0,29.0,15.9,4.1,3,65.0,0,10,18.0,2,0.92,3.0,7.0,-4.0,-0.97,-0.56,Matches
228,Manaka Matsukubo,jpJPN,FW,NC Courage,19,2004,17,,62.0,44.9,11.7,11,80.0,3,6,28.0,3,1.22,14.0,15.0,-1.0,-0.09,-0.57,Matches
229,Zoe Matthews,usUSA,MF,Houston Dash,16,2007,2,9.0,5.0,0.4,0.1,0,,0,2,5.0,0,0.0,0.0,0.0,0.0,0.0,0.85,Matches
230,Ainsley McCammon,usUSA,MF,Reign,16,2007,2,63.0,32.0,2.7,0.7,1,62.0,0,1,1.0,5,1.5,0.0,2.0,-2.0,-2.86,-2.26,Matches
231,Savannah McCaskill,usUSA,MF,SD Wave,27,1996,20,,72.0,61.8,16.1,16,85.0,10,4,22.0,0,0.9,12.0,21.0,-9.0,-0.56,-0.36,Matches
232,Phoebe McClernon,usUSA,DF,Reign,26,1997,26,,74.0,82.6,21.5,22,83.0,14,4,27.0,0,0.88,19.0,32.0,-13.0,-0.61,0.28,Matches
233,Haley McCutcheon,usUSA,MF,Orlando Pride,27,1996,22,,77.0,72.6,18.9,18,87.0,14,4,35.0,2,2.4,31.0,12.0,19.0,1.01,0.03,Matches
234,Maya McCutcheon,usUSA,MF,NC Courage,21,2002,0,,,,,0,,0,0,,11,,,,,,,Matches
235,Amanda McGlynn,usUSA,GK,Royals,25,1998,24,,90.0,92.3,24.0,24,90.0,24,0,,1,0.92,21.0,38.0,-17.0,-0.71,-0.21,Matches
236,Mallie McKenzie,usUSA,MF,Portland Thorns,23,2000,1,13.0,13.0,0.6,0.1,0,,0,1,13.0,6,0.0,0.0,0.0,0.0,0.0,-0.08,Matches
237,Tara McKeown,usUSA,DF,Washington Spirit,24,1999,26,,90.0,100.0,26.0,26,90.0,26,0,,0,2.07,51.0,28.0,23.0,0.88,,Matches
238,Erin McKinney,,GK,Houston Dash,,,0,,,,,0,,0,0,,11,,,,,,,Matches
239,Erin McKinney,,GK,Gotham FC,,,0,,,,,0,,0,0,,3,,,,,,,Matches
240,Charlotte Mclean,auAUS,DF,NC Courage,23,2000,0,,,,,0,,0,0,,7,,,,,,,Matches
241,Kristen McNabb,usUSA,DF,SD Wave,29,1994,24,,81.0,82.9,21.6,21,88.0,17,3,33.0,1,0.92,19.0,31.0,-12.0,-0.56,-0.78,Matches
242,Emily Menges,usUSA,DF,Bay FC,31,1992,26,,88.0,97.6,25.4,25,90.0,25,1,35.0,0,1.26,30.0,40.0,-10.0,-0.39,-0.39,Matches
243,Maddie Mercado,usUSA,FW,Reign,22,2001,5,36.0,7.0,1.5,0.4,0,,0,5,7.0,5,0.8,1.0,0.0,1.0,2.5,3.2,Matches
244,Addisyn Merrick,usUSA,MF,Royals,25,1998,4,117.0,29.0,5.0,1.3,1,45.0,0,3,24.0,13,1.75,1.0,0.0,1.0,0.77,1.54,Matches
245,Landy Mertz,usUSA,MF,NC Courage,23,2000,2,8.0,4.0,0.3,0.1,0,,0,2,4.0,12,0.5,0.0,0.0,0.0,0.0,-0.23,Matches
246,Morgan Messner,usUSA,GK,SD Wave,23,2000,0,,,,,0,,0,0,,8,,,,,,,Matches
247,Paige Metayer,usUSA,"DF,MF",Washington Spirit,23,2000,20,,52.0,44.6,11.6,11,82.0,8,9,16.0,4,1.96,19.0,19.0,0.0,0.0,-1.6,Matches
248,Samantha Meza,usUSA,MF,Reign,22,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
249,Tatumn Milazzo,usUSA,DF,Red Stars,25,1998,17,,67.0,48.4,12.6,13,80.0,8,4,24.0,9,0.82,13.0,18.0,-5.0,-0.4,-0.25,Matches
250,Cassie Miller,usUSA,GK,Gotham FC,28,1995,4,360.0,90.0,15.4,4.0,4,90.0,4,0,,22,1.0,2.0,4.0,-2.0,-0.5,-1.55,Matches
251,Lauren Milliet,usUSA,DF,Racing Louisville,27,1996,26,,90.0,100.0,26.0,26,90.0,25,0,,0,1.08,33.0,39.0,-6.0,-0.23,-0.23,Matches
252,Narumi Miura,jpJPN,MF,NC Courage,26,1997,25,,78.0,83.5,21.7,23,83.0,9,2,25.0,0,1.38,24.0,24.0,0.0,0.0,-1.4,Matches
253,Paige Monaghan,usUSA,"MF,FW",Royals,27,1996,22,,71.0,67.0,17.4,20,76.0,7,2,23.0,0,0.82,12.0,29.0,-17.0,-0.98,-0.86,Matches
254,Nérilia Mondésir,htHAI,MF,Reign,25,1999,10,275.0,28.0,11.8,3.1,2,74.0,1,8,16.0,0,1.2,6.0,6.0,0.0,0.0,0.74,Matches
255,Anna Moorhouse,engENG,GK,Orlando Pride,28,1995,26,,90.0,100.0,26.0,26,90.0,26,0,,0,2.38,46.0,20.0,26.0,1.0,,Matches
256,Madeline Moreau,usUSA,DF,Bay FC,23,2000,11,250.0,23.0,10.7,2.8,2,90.0,2,9,8.0,8,1.25,4.0,4.0,0.0,0.0,0.43,Matches
257,Alex Morgan,usUSA,FW,SD Wave,34,1989,13,848.0,65.0,36.2,9.4,10,73.0,4,3,39.0,0,0.62,7.0,11.0,-4.0,-0.42,0.0,Matches
258,Esme Morgan,engENG,DF,Washington Spirit,23,2000,6,448.0,75.0,19.1,5.0,5,84.0,3,1,26.0,3,1.78,10.0,4.0,6.0,1.21,0.4,Matches
259,Makenna Morris,usUSA,MF,Washington Spirit,21,2002,12,536.0,45.0,22.9,6.0,4,73.0,0,8,31.0,5,1.73,11.0,5.0,6.0,1.01,0.16,Matches
260,Perle Morroni,frFRA,DF,SD Wave,26,1997,6,380.0,63.0,16.2,4.2,5,70.0,2,1,32.0,2,1.0,6.0,8.0,-2.0,-0.47,-0.06,Matches
261,Linda Motlhalo,zaRSA,MF,Racing Louisville,25,1998,1,4.0,4.0,0.2,0.0,0,,0,1,4.0,16,1.0,0.0,0.0,0.0,0.0,0.23,Matches
262,Olivia Moultrie,usUSA,"MF,FW",Portland Thorns,18,2005,22,,71.0,67.1,17.4,18,82.0,10,4,25.0,0,1.26,19.0,27.0,-8.0,-0.46,-1.63,Matches
263,Brecken Mozingo,usUSA,"MF,FW",Royals,22,2001,18,981.0,55.0,41.9,10.9,10,78.0,4,8,25.0,2,0.72,8.0,20.0,-12.0,-1.1,-0.7,Matches
264,Marie Müller,deGER,"DF,MF",Portland Thorns,23,2000,25,,73.0,77.9,20.3,20,85.0,12,5,24.0,1,1.31,26.0,29.0,-3.0,-0.15,-1.02,Matches
265,Shaelan Murison,usUSA,FW,Royals,25,1998,3,12.0,4.0,0.5,0.1,0,,0,3,4.0,5,1.0,0.0,0.0,0.0,0.0,0.7,Matches
266,Casey Murphy,usUSA,GK,NC Courage,27,1996,26,,90.0,100.0,26.0,26,90.0,26,0,,0,1.44,34.0,28.0,6.0,0.23,,Matches
267,Lily Nabet,usUSA,MF,Angel City FC,24,1999,13,704.0,54.0,30.1,7.8,8,77.0,2,5,17.0,13,1.15,8.0,10.0,-2.0,-0.26,0.35,Matches
268,Alyssa Naeher,usUSA,GK,Red Stars,35,1988,24,,89.0,91.1,23.7,24,89.0,23,0,,0,1.28,29.0,34.0,-5.0,-0.21,0.65,Matches
269,Yūki Nagasato,jpJPN,"MF,FW",Houston Dash,36,1987,21,,50.0,45.3,11.8,14,70.0,0,7,12.0,5,0.76,12.0,25.0,-13.0,-1.1,-0.47,Matches
270,Meaghan Nally,usUSA,DF,Portland Thorns,25,1998,1,45.0,45.0,1.9,0.5,0,,0,1,45.0,8,3.0,1.0,0.0,1.0,2.0,1.96,Matches
271,Carly Nelson,usUSA,GK,Royals,25,1998,1,90.0,90.0,3.8,1.0,1,90.0,1,0,,4,0.0,0.0,2.0,-2.0,-2.0,-1.36,Matches
272,Leilanni Nesbeth,bmBER,"MF,DF",Red Stars,22,2001,18,961.0,53.0,41.1,10.7,10,82.0,3,8,18.0,6,1.16,15.0,16.0,-1.0,-0.09,0.3,Matches
273,Paige Nielsen,usUSA,DF,Houston Dash,30,1993,21,,90.0,80.7,21.0,21,90.0,20,0,,0,0.76,14.0,28.0,-14.0,-0.67,0.93,Matches
274,Paige Nielsen,usUSA,DF,Angel City FC,30,1993,3,270.0,90.0,11.5,3.0,3,90.0,3,0,,1,0.33,3.0,6.0,-3.0,-1.0,-0.57,Matches
275,Jenna Nighswonger,usUSA,DF,Gotham FC,23,2000,26,,77.0,85.8,22.3,23,83.0,13,3,34.0,0,2.14,32.0,18.0,14.0,0.63,-1.27,Matches
276,Agnes Nyberg,seSWE,MF,Royals,23,2000,11,651.0,59.0,27.8,7.2,8,77.0,3,3,11.0,13,0.45,4.0,9.0,-5.0,-0.69,0.0,Matches
277,Danielle O'Brien,,DF,Royals,,,0,,,,,0,,0,0,,3,,,,,,,Matches
278,Kelley O'Hara,usUSA,DF,Gotham FC,35,1988,3,81.0,27.0,3.5,0.9,1,65.0,0,2,8.0,2,2.0,1.0,0.0,1.0,1.11,0.31,Matches
