ranker,player,nationality,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,matches
279,Denise O'Sullivan,ieIRL,MF,NC Courage,29,1994,23,,84.0,82.5,21.4,21,88.0,19,2,37.0,0,1.5,30.0,21.0,9.0,0.42,1.08,Matches
280,Isabella Obaze,dkDEN,DF,Portland Thorns,21,2002,13,,78.0,43.5,11.3,12,82.0,9,1,29.0,8,1.46,19.0,19.0,0.0,0.0,-0.14,Matches
281,Bárbara Olivieri,veVEN,"MF,FW",Houston Dash,21,2002,24,,66.0,68.0,17.7,17,83.0,8,7,27.0,0,0.83,17.0,26.0,-9.0,-0.51,1.06,Matches
282,Ifeoma Onumonu,ngNGA,FW,Royals,29,1994,5,112.0,22.0,4.8,1.2,0,,0,5,22.0,0,1.0,1.0,0.0,1.0,0.8,1.57,Matches
283,Diana Ordoñez,mxMEX,"FW,MF",Houston Dash,22,2001,24,,72.0,73.6,19.1,19,85.0,14,5,23.0,1,0.83,12.0,30.0,-18.0,-0.94,-0.36,Matches
284,Asisat Oshoala,ngNGA,FW,Bay FC,29,1994,25,,75.0,79.8,20.7,23,80.0,10,2,17.0,0,1.31,24.0,28.0,-4.0,-0.19,0.95,Matches
285,Avery Patterson,usUSA,"MF,DF",Houston Dash,21,2002,25,,83.0,88.5,23.0,23,87.0,20,2,38.0,1,0.68,18.0,38.0,-20.0,-0.87,-0.2,Matches
286,Catherine Paulson,usUSA,MF,Bay FC,22,2001,0,,,,,0,,0,0,,2,,,,,,,Matches
287,Nicole Payne,ngNGA,DF,Portland Thorns,23,2001,19,,53.0,43.2,11.2,11,80.0,5,8,17.0,3,1.11,18.0,16.0,2.0,0.18,0.18,Matches
288,Maia Pérez,,GK,Reign,,,0,,,,,0,,0,0,,11,,,,,,,Matches
289,Courtney Petersen,usUSA,DF,Racing Louisville,26,1997,7,541.0,77.0,23.1,6.0,6,90.0,6,1,1.0,1,1.29,6.0,8.0,-2.0,-0.33,-0.13,Matches
290,Courtney Petersen,usUSA,"DF,MF",Houston Dash,26,1997,16,,73.0,49.6,12.9,12,87.0,11,4,29.0,1,0.81,9.0,21.0,-12.0,-0.93,-0.17,Matches
291,Alex Pfeiffer,usUSA,FW,Current,16,2007,10,138.0,14.0,5.9,1.5,0,,0,10,14.0,5,2.0,5.0,6.0,-1.0,-0.65,-1.76,Matches
292,Casey Phair,krKOR,FW,Angel City FC,16,2007,0,,,,,0,,0,0,,6,,,,,,,Matches
293,Carson Pickett,usUSA,"DF,MF",Orlando Pride,30,1993,7,391.0,56.0,16.7,4.3,4,78.0,2,3,26.0,1,2.7,6.0,3.0,3.0,0.69,-0.37,Matches
294,Carson Pickett,usUSA,DF,Racing Louisville,30,1993,16,,90.0,61.5,16.0,16,90.0,16,0,,0,1.0,21.0,22.0,-1.0,-0.06,0.44,Matches
295,Kiki Pickett,usUSA,MF,Bay FC,24,1999,20,,83.0,70.5,18.3,18,90.0,17,2,16.0,4,1.48,18.0,23.0,-5.0,-0.27,0.38,Matches
296,Victoria Pickett,caCAN,"FW,MF",NC Courage,27,1996,19,582.0,31.0,24.9,6.5,6,59.0,0,13,17.0,5,1.47,3.0,6.0,-3.0,-0.46,-0.92,Matches
297,Elli Pikkujämsä,fiFIN,DF,Racing Louisville,24,1999,3,251.0,84.0,10.7,2.8,3,84.0,2,0,,0,1.0,4.0,3.0,1.0,0.36,0.66,Matches
298,Brianna Pinto,usUSA,"FW,MF",NC Courage,23,2000,20,764.0,38.0,32.6,8.5,9,61.0,0,11,19.0,2,1.6,12.0,4.0,8.0,0.94,1.06,Matches
299,Madison Pogarch,usUSA,DF,Royals,26,1997,25,,75.0,80.5,20.9,21,83.0,14,4,33.0,1,0.88,20.0,37.0,-17.0,-0.81,-0.62,Matches
300,Maddie Pokorny,usUSA,MF,Racing Louisville,27,1996,12,80.0,7.0,3.4,0.9,0,,0,12,7.0,14,0.92,3.0,3.0,0.0,0.0,0.24,Matches
301,Christen Press,usUSA,FW,Angel City FC,35,1988,9,203.0,23.0,8.7,2.3,1,63.0,0,8,18.0,1,1.22,3.0,6.0,-3.0,-1.33,-0.91,Matches
302,Nichelle Prince,caCAN,"FW,MF",Current,28,1995,13,732.0,56.0,31.3,8.1,9,68.0,2,4,30.0,1,2.0,14.0,7.0,7.0,0.86,-0.2,Matches
303,Lysianne Proulx,caCAN,GK,Bay FC,24,1999,6,540.0,90.0,23.1,6.0,6,90.0,6,0,,9,0.5,9.0,15.0,-6.0,-1.0,-0.8,Matches
304,Sarah Puntigam,atAUT,"MF,DF",Houston Dash,31,1992,23,,69.0,67.8,17.6,18,83.0,10,5,18.0,2,0.83,14.0,27.0,-13.0,-0.74,0.34,Matches
305,Margaret Purce,usUSA,FW,Gotham FC,28,1995,1,44.0,44.0,1.9,0.5,1,44.0,0,0,,0,3.0,0.0,0.0,0.0,0.0,-0.82,Matches
306,Quinn,caCAN,MF,Reign,28,1995,15,,72.0,46.0,12.0,13,78.0,8,2,32.0,0,1.07,12.0,13.0,-1.0,-0.08,1.06,Matches
307,Rafaelle,brBRA,DF,Orlando Pride,32,1991,9,621.0,69.0,26.5,6.9,6,90.0,6,3,27.0,0,3.0,16.0,6.0,10.0,1.45,0.61,Matches
308,Maximiliane Rall,deGER,DF,Red Stars,30,1993,9,800.0,89.0,34.2,8.9,9,89.0,8,0,,5,1.44,13.0,12.0,1.0,0.11,0.58,Matches
309,Brittany Ratcliffe,usUSA,"MF,FW",Washington Spirit,29,1994,23,515.0,22.0,22.0,5.7,3,66.0,1,20,16.0,3,2.24,12.0,6.0,6.0,1.05,0.21,Matches
310,Mackenzie Rath,,,SD Wave,,,0,,,,,0,,0,0,,1,,,,,,,Matches
311,Felicitas Rauch,deGER,DF,NC Courage,27,1996,25,,75.0,80.6,21.0,21,88.0,15,4,12.0,1,1.5,32.0,23.0,9.0,0.43,1.03,Matches
312,Megan Reid,usUSA,DF,Angel City FC,27,1996,23,,78.0,76.8,20.0,19,90.0,19,4,22.0,2,1.13,25.0,30.0,-5.0,-0.25,1.08,Matches
313,Reyna Reyes,mxMEX,"DF,MF",Portland Thorns,22,2001,25,,69.0,74.1,19.3,20,84.0,15,5,12.0,0,1.19,23.0,24.0,-1.0,-0.05,-0.5,Matches
314,Chloe Ricketts,usUSA,MF,Washington Spirit,16,2007,4,20.0,5.0,0.9,0.2,0,,0,4,5.0,15,1.5,1.0,0.0,1.0,4.5,3.65,Matches
315,Kaleigh Riehl,usUSA,DF,Royals,27,1996,14,,90.0,53.8,14.0,14,90.0,14,0,,2,1.36,17.0,18.0,-1.0,-0.07,1.35,Matches
316,Ali Riley,nzNZL,DF,Angel City FC,36,1987,5,260.0,52.0,11.1,2.9,3,79.0,0,2,12.0,5,0.8,3.0,6.0,-3.0,-1.04,-0.61,Matches
317,Gabrielle Robinson,usUSA,DF,Current,22,2001,11,925.0,84.0,39.5,10.3,11,84.0,10,0,,0,2.27,25.0,15.0,10.0,0.97,-0.04,Matches
318,Cari Roccaro,usUSA,"MF,DF",Red Stars,29,1994,26,,90.0,99.6,25.9,26,90.0,25,0,,0,1.19,31.0,38.0,-7.0,-0.27,-0.27,Matches
319,Trinity Rodman,usUSA,MF,Washington Spirit,21,2002,23,,77.0,75.3,19.6,20,82.0,7,3,43.0,0,2.19,42.0,21.0,21.0,1.07,0.76,Matches
320,Izzy Rodriguez,usUSA,DF,Current,24,1999,21,,72.0,64.7,16.8,18,82.0,13,3,13.0,5,1.95,36.0,19.0,17.0,1.01,0.03,Matches
321,Raquel Rodríguez,crCRC,MF,Angel City FC,30,1993,20,,57.0,48.7,12.7,13,80.0,6,7,14.0,4,1.1,16.0,25.0,-9.0,-0.71,-0.41,Matches
322,Cristina Roque,prPUR,GK,Royals,22,2001,1,90.0,90.0,3.8,1.0,1,90.0,1,0,,23,3.0,1.0,0.0,1.0,1.0,1.76,Matches
323,Katelyn Rowland,usUSA,GK,Bay FC,29,1994,20,,90.0,76.9,20.0,20,90.0,20,0,,6,1.48,22.0,26.0,-4.0,-0.2,0.8,Matches
324,Elin Rubensson,seSWE,MF,Houston Dash,30,1993,15,,68.0,43.5,11.3,12,78.0,7,3,29.0,1,0.67,7.0,22.0,-15.0,-1.33,-0.85,Matches
325,Yazmeen Ryan,usUSA,"MF,FW",Gotham FC,24,1999,25,,78.0,82.9,21.5,23,82.0,14,2,31.0,0,2.19,35.0,17.0,18.0,0.84,0.16,Matches
326,Emily Sams,usUSA,DF,Orlando Pride,24,1999,25,,87.0,93.4,24.3,24,90.0,24,1,26.0,0,2.43,45.0,17.0,28.0,1.15,2.32,Matches
327,Ashley Sanchez,usUSA,MF,NC Courage,24,1999,26,,82.0,91.5,23.8,25,84.0,7,1,45.0,0,1.44,29.0,23.0,6.0,0.25,0.25,Matches
328,Maria Sanchez,mxMEX,MF,SD Wave,27,1996,22,,70.0,65.6,17.0,18,78.0,7,4,31.0,0,0.95,17.0,21.0,-4.0,-0.23,0.55,Matches
329,Maria Sanchez,mxMEX,MF,Houston Dash,27,1996,4,347.0,87.0,14.8,3.9,4,87.0,3,0,,0,1.0,5.0,10.0,-5.0,-1.3,-0.53,Matches
330,Leicy Santos,coCOL,"MF,FW",Washington Spirit,27,1996,7,530.0,76.0,22.6,5.9,6,83.0,3,1,30.0,0,2.0,12.0,7.0,5.0,0.85,-0.05,Matches
331,Ouleymata Sarr,frFRA,FW,Washington Spirit,28,1995,19,,70.0,56.8,14.8,19,70.0,4,0,,0,2.16,31.0,16.0,15.0,1.02,0.31,Matches
332,Becky Sauerbrunn,usUSA,DF,Portland Thorns,38,1985,25,,86.0,91.7,23.8,24,89.0,23,1,15.0,1,1.31,31.0,27.0,4.0,0.17,1.1,Matches
333,Ally Schlegel,usUSA,"MF,FW",Red Stars,23,2000,22,,58.0,54.7,14.2,19,64.0,1,3,23.0,1,1.22,19.0,18.0,1.0,0.07,0.75,Matches
334,Sophie Schmidt,caCAN,"MF,DF",Houston Dash,35,1988,23,,80.0,78.3,20.4,21,83.0,14,2,44.0,1,0.7,15.0,34.0,-19.0,-0.93,-0.4,Matches
335,Sydney Schneider,jmJAM,GK,Red Stars,24,1999,0,,,,,0,,0,0,,2,,,,,,,Matches
336,Almuth Schult,deGER,GK,Current,32,1991,9,810.0,90.0,34.6,9.0,9,90.0,9,0,,1,2.09,16.0,5.0,11.0,1.22,0.34,Matches
337,Desiree Scott,caCAN,MF,Current,36,1987,11,136.0,12.0,5.8,1.5,0,,0,11,12.0,11,2.42,0.0,3.0,-3.0,-1.99,-3.17,Matches
338,Emma Sears,usUSA,MF,Racing Louisville,22,2001,26,,57.0,63.3,16.5,12,84.0,5,14,34.0,0,1.08,19.0,27.0,-8.0,-0.49,-0.7,Matches
339,Olivia Sekany,usUSA,GK,Racing Louisville,25,1998,0,,,,,0,,0,0,,6,,,,,,,Matches
340,Ally Sentnor,usUSA,"MF,FW",Royals,19,2004,21,,89.0,79.7,20.7,21,89.0,17,0,,0,0.9,16.0,34.0,-18.0,-0.87,-0.87,Matches
341,Kayla Sharples,usUSA,DF,Bay FC,26,1997,15,,75.0,48.3,12.6,12,89.0,11,3,20.0,2,1.2,15.0,24.0,-9.0,-0.72,-0.64,Matches
342,Kayla Sharples,usUSA,DF,Current,26,1997,8,689.0,86.0,29.4,7.7,8,86.0,7,0,,1,2.3,15.0,3.0,12.0,1.57,0.8,Matches
343,Jaedyn Shaw,usUSA,"MF,FW",SD Wave,19,2004,22,,57.0,53.3,13.9,13,74.0,2,9,32.0,0,1.09,12.0,14.0,-2.0,-0.14,0.6,Matches
344,Delanie Sheehan,usUSA,MF,Gotham FC,25,1999,26,,81.0,89.7,23.3,25,83.0,15,1,28.0,0,2.14,35.0,18.0,17.0,0.73,-0.76,Matches
345,Jamie Shepherd,usUSA,MF,Bay FC,23,2000,2,155.0,78.0,6.6,1.7,2,78.0,1,0,,20,0.0,3.0,5.0,-2.0,-1.16,-0.83,Matches
346,Kailen Sheridan,caCAN,GK,SD Wave,28,1995,25,,89.0,94.8,24.7,25,89.0,24,0,,0,0.88,22.0,33.0,-11.0,-0.45,-0.45,Matches
347,Marissa Sheva,ieIRL,MF,Portland Thorns,26,1997,6,86.0,14.0,3.7,1.0,0,,0,6,14.0,14,2.17,2.0,1.0,1.0,1.05,1.01,Matches
348,Lena Silano,usUSA,FW,Washington Spirit,23,2000,12,152.0,13.0,6.5,1.7,0,,0,12,13.0,11,2.07,3.0,3.0,0.0,0.0,-0.95,Matches
349,Jordan Silkowitz,usUSA,GK,Bay FC,23,2000,0,,,,,0,,0,0,,7,,,,,,,Matches
350,Jordan Silkowitz,usUSA,GK,Current,23,2000,0,,,,,0,,0,0,,16,,,,,,,Matches
351,Jéssica Silva,ptPOR,"FW,MF",Gotham FC,29,1994,3,61.0,20.0,2.6,0.7,0,,0,3,20.0,2,1.75,2.0,0.0,2.0,2.95,2.2,Matches
352,Christine Sinclair,caCAN,FW,Portland Thorns,40,1983,24,,52.0,53.3,13.9,16,67.0,1,8,21.0,2,1.24,20.0,16.0,4.0,0.29,0.45,Matches
353,Abby Smith,usUSA,GK,Gotham FC,30,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
354,Olivia Smith-Griffitts,usUSA,DF,Royals,22,2001,13,,85.0,47.3,12.3,13,85.0,12,0,,0,0.77,10.0,19.0,-9.0,-0.73,-0.08,Matches
355,Ji So-yun,krKOR,"MF,FW",Reign,32,1991,26,,79.0,87.4,22.7,22,88.0,11,4,28.0,0,0.88,20.0,32.0,-12.0,-0.53,0.99,Matches
356,Havana Solaun,jmJAM,MF,Houston Dash,30,1993,5,167.0,33.0,7.1,1.9,1,61.0,0,4,27.0,3,0.8,2.0,4.0,-2.0,-1.08,-0.25,Matches
357,Janine Sonis,caCAN,MF,Racing Louisville,29,1994,10,689.0,69.0,29.4,7.7,8,80.0,1,2,26.0,0,1.2,5.0,12.0,-7.0,-0.91,-0.97,Matches
358,Janine Sonis,caCAN,"MF,FW",Portland Thorns,29,1994,16,917.0,57.0,39.2,10.2,10,68.0,2,6,39.0,0,1.69,18.0,13.0,5.0,0.49,0.68,Matches
359,Emily Sonnett,usUSA,"DF,MF",Gotham FC,30,1993,25,,86.0,92.1,23.9,25,86.0,21,0,,0,2.11,37.0,19.0,18.0,0.75,-0.7,Matches
360,Croix Soto,,DF,Houston Dash,,,3,30.0,10.0,1.3,0.3,0,,0,3,10.0,11,1.0,1.0,3.0,-2.0,-6.0,-5.22,Matches
361,Alexa Spaanstra,usUSA,"MF,FW",Portland Thorns,23,2000,8,322.0,40.0,13.8,3.6,4,75.0,0,4,6.0,2,0.67,2.0,7.0,-5.0,-1.4,-1.71,Matches
362,Alexa Spaanstra,usUSA,"MF,FW",Current,23,2000,11,592.0,54.0,25.3,6.6,8,69.0,0,3,13.0,5,2.45,16.0,8.0,8.0,1.22,0.29,Matches
363,Meredith Speck,usUSA,MF,NC Courage,30,1993,11,213.0,19.0,9.1,2.4,1,64.0,0,10,15.0,9,1.33,5.0,3.0,2.0,0.85,0.68,Matches
364,Jasmyne Spencer,usUSA,DF,Angel City FC,33,1990,24,,68.0,69.5,18.1,16,86.0,11,8,32.0,2,1.0,21.0,28.0,-7.0,-0.39,0.37,Matches
365,Bianca St-Georges,caCAN,"MF,FW",NC Courage,26,1997,21,776.0,37.0,33.2,8.6,8,65.0,1,13,20.0,3,1.45,14.0,9.0,5.0,0.58,0.52,Matches
366,Samantha Staab,usUSA,DF,Red Stars,26,1997,16,,90.0,61.5,16.0,16,90.0,16,0,,0,1.44,23.0,22.0,1.0,0.06,0.86,Matches
367,Heather Stainbrook,usUSA,MF,Washington Spirit,22,2001,11,442.0,40.0,18.9,4.9,4,86.0,3,7,14.0,14,2.38,8.0,4.0,4.0,0.81,-0.09,Matches
368,Hannah Stambaugh,jpJPN,GK,Angel City FC,25,1998,0,,,,,0,,0,0,,6,,,,,,,Matches
369,Nikki Stanton,usUSA,MF,Reign,33,1990,7,117.0,17.0,5.0,1.3,0,,0,7,17.0,11,0.71,1.0,4.0,-3.0,-2.31,-1.74,Matches
370,Talia Staude,usUSA,DF,NC Courage,22,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
371,Regan Steigleder,noNOR,DF,Current,25,1998,3,72.0,24.0,3.1,0.8,1,45.0,0,2,14.0,11,2.33,1.0,1.0,0.0,0.0,-1.03,Matches
372,Katie Stengel,usUSA,"MF,FW",Gotham FC,31,1992,15,830.0,55.0,35.5,9.2,8,80.0,3,7,28.0,0,1.8,11.0,9.0,2.0,0.22,-0.92,Matches
373,Ella Stevens,usUSA,"FW,MF",Gotham FC,26,1997,22,,53.0,49.6,12.9,15,68.0,0,7,19.0,2,2.08,28.0,8.0,20.0,1.55,1.48,Matches
374,Kylie Strom,usUSA,DF,Orlando Pride,31,1992,25,,86.0,92.2,24.0,24,89.0,23,1,27.0,0,2.43,44.0,19.0,25.0,1.04,0.55,Matches
375,Hina Sugita,jpJPN,MF,Portland Thorns,27,1997,21,,79.0,71.2,18.5,18,88.0,12,3,29.0,0,1.36,30.0,22.0,8.0,0.43,1.23,Matches
376,Andi Sullivan,usUSA,MF,Washington Spirit,28,1995,21,,81.0,73.0,19.0,21,81.0,11,0,,1,2.19,38.0,23.0,15.0,0.79,-0.35,Matches
377,Mallory Swanson,usUSA,"MF,FW",Red Stars,25,1998,24,,84.0,86.5,22.5,24,84.0,16,0,,0,1.28,29.0,32.0,-3.0,-0.13,1.01,Matches
378,Frankie Tagliaferri,usUSA,MF,Royals,25,1999,6,265.0,44.0,11.3,2.9,4,59.0,0,2,16.0,7,0.5,2.0,6.0,-4.0,-1.36,-0.75,Matches
379,Mina Tanaka,jpJPN,"MF,FW",Royals,29,1994,7,507.0,72.0,21.7,5.6,7,72.0,2,0,,1,1.86,11.0,6.0,5.0,0.89,2.02,Matches
380,Riley Tanner,paPAN,FW,Washington Spirit,24,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
381,Tarciane,brBRA,DF,Houston Dash,20,2003,11,913.0,83.0,39.0,10.1,10,90.0,9,1,16.0,0,0.73,8.0,11.0,-3.0,-0.3,0.9,Matches
382,Ana Tejada,esESP,"MF,DF",Royals,21,2002,15,,88.0,56.2,14.6,15,88.0,12,0,,0,1.4,16.0,20.0,-4.0,-0.27,0.96,Matches
383,Alyssa Thompson,usUSA,"MF,FW",Angel City FC,19,2004,26,,82.0,91.6,23.8,24,87.0,16,2,28.0,0,1.04,28.0,34.0,-6.0,-0.25,2.96,Matches
384,Gisele Thompson,usUSA,"DF,MF",Angel City FC,18,2005,15,882.0,59.0,37.7,9.8,10,77.0,2,5,23.0,2,0.87,7.0,19.0,-12.0,-1.22,-1.16,Matches
385,Kaitlyn Torpey,auAUS,DF,SD Wave,23,2000,14,520.0,37.0,22.2,5.8,4,76.0,2,10,22.0,5,0.86,6.0,10.0,-4.0,-0.69,-0.35,Matches
386,Taryn Torres,usUSA,DF,Gotham FC,24,1999,12,164.0,14.0,7.0,1.8,1,71.0,0,11,8.0,11,1.75,2.0,2.0,0.0,0.0,-0.87,Matches
387,Cameron Tucker,usUSA,"FW,MF",Royals,24,1999,18,564.0,31.0,24.1,6.3,3,62.0,0,15,25.0,7,0.83,3.0,8.0,-5.0,-0.8,-0.14,Matches
388,Reilyn Turner,usUSA,FW,Racing Louisville,21,2002,16,733.0,46.0,31.3,8.1,7,69.0,0,9,28.0,0,1.0,14.0,11.0,3.0,0.37,0.87,Matches
389,Reilyn Turner,usUSA,MF,Portland Thorns,21,2002,6,188.0,31.0,8.0,2.1,1,45.0,0,5,29.0,1,0.14,1.0,4.0,-3.0,-1.44,-1.65,Matches
390,Olivia Van der Jagt,usUSA,MF,Reign,24,1999,15,769.0,51.0,32.9,8.5,7,68.0,1,8,37.0,0,0.67,6.0,16.0,-10.0,-1.17,-0.77,Matches
391,Kiki Van Zanten,jmJAM,MF,Houston Dash,22,2001,4,113.0,28.0,4.8,1.3,1,59.0,0,3,18.0,0,1.0,1.0,6.0,-5.0,-3.98,-3.3,Matches
392,Michele Vasconcelos,usUSA,"MF,FW",Royals,29,1994,14,262.0,19.0,11.2,2.9,2,58.0,0,12,12.0,9,0.86,3.0,8.0,-5.0,-1.72,-1.15,Matches
393,Mary Vignola,usUSA,"DF,FW",Angel City FC,25,1998,17,827.0,49.0,35.3,9.2,10,68.0,4,7,21.0,2,1.0,8.0,15.0,-7.0,-0.76,-0.4,Matches
394,Viviana Villacorta,usUSA,MF,Orlando Pride,24,1999,3,71.0,24.0,3.0,0.8,1,45.0,0,2,13.0,2,2.25,3.0,1.0,2.0,2.54,1.58,Matches
395,Cortnee Vine,auAUS,"MF,FW",NC Courage,25,1998,4,233.0,58.0,10.0,2.6,2,88.0,1,2,29.0,1,1.4,3.0,3.0,0.0,0.0,-0.26,Matches
396,Olivia Wade-Katoa,usUSA,MF,Portland Thorns,24,1999,5,37.0,7.0,1.6,0.4,0,,0,5,7.0,13,1.6,1.0,0.0,1.0,2.43,2.39,Matches
397,Jenna Walker,usUSA,DF,NC Courage,24,1999,0,,,,,0,,0,0,,16,,,,,,,Matches
398,Ally Watt,usUSA,"FW,MF",Orlando Pride,26,1997,22,887.0,40.0,37.9,9.9,9,71.0,0,13,19.0,3,2.44,17.0,9.0,8.0,0.81,-0.3,Matches
399,Dani Weatherholt,usUSA,"DF,MF",NC Courage,29,1994,21,840.0,40.0,35.9,9.3,8,82.0,3,13,14.0,2,1.62,11.0,7.0,4.0,0.43,0.31,Matches
400,Morgan Weaver,usUSA,"FW,MF",Portland Thorns,26,1997,14,933.0,67.0,39.9,10.4,11,78.0,4,3,25.0,0,1.13,18.0,17.0,1.0,0.1,0.03,Matches
401,McKenzie Weinert,,FW,Reign,,,4,28.0,7.0,1.2,0.3,0,,0,4,7.0,4,0.75,1.0,0.0,1.0,3.21,3.91,Matches
402,Kennedy Wesley,usUSA,DF,SD Wave,22,2001,13,,77.0,43.0,11.2,12,81.0,9,1,33.0,4,1.15,11.0,15.0,-4.0,-0.36,0.12,Matches
403,Amanda West,caCAN,"MF,FW",Houston Dash,22,2001,16,730.0,46.0,31.2,8.1,6,77.0,1,10,27.0,0,1.0,6.0,9.0,-3.0,-0.37,0.69,Matches
404,Christen Westphal,usUSA,DF,SD Wave,30,1993,15,729.0,49.0,31.2,8.1,8,79.0,5,7,13.0,10,1.13,11.0,8.0,3.0,0.37,1.15,Matches
405,Ellie Wheeler,usUSA,"DF,MF",Current,22,2001,23,,62.0,61.1,15.9,14,87.0,13,9,24.0,3,2.04,34.0,24.0,10.0,0.63,-0.95,Matches
406,Madison White,usUSA,GK,Racing Louisville,22,2001,0,,,,,0,,0,0,,3,,,,,,,Matches
407,Kate Wiesner,usUSA,"DF,MF",Washington Spirit,22,2001,15,518.0,35.0,22.1,5.8,5,62.0,1,10,21.0,1,2.06,10.0,7.0,3.0,0.52,-0.47,Matches
408,Ryan Williams,usUSA,DF,NC Courage,27,1996,25,,89.0,95.6,24.9,25,89.0,24,0,,0,1.46,34.0,27.0,7.0,0.28,1.16,Matches
409,Sophia Wilson,usUSA,"FW,MF",Portland Thorns,23,2000,19,,81.0,66.2,17.2,18,84.0,11,1,29.0,0,1.45,30.0,24.0,6.0,0.35,0.8,Matches
410,Olivia Wingate,usUSA,FW,NC Courage,23,2000,10,360.0,36.0,15.4,4.0,1,84.0,0,9,31.0,0,1.27,7.0,7.0,0.0,0.0,-0.27,Matches
411,Mackenzie Wood,usUSA,GK,Red Stars,23,2000,3,209.0,70.0,8.9,2.3,2,90.0,2,1,29.0,23,1.0,2.0,4.0,-2.0,-0.86,-0.65,Matches
412,Lily Woodham,wlsWAL,DF,Reign,23,2000,8,388.0,49.0,16.6,4.3,5,64.0,0,3,22.0,8,0.63,5.0,6.0,-1.0,-0.23,0.51,Matches
413,Arin Wright,usUSA,DF,Racing Louisville,31,1992,22,,82.0,77.3,20.1,21,86.0,20,1,1.0,2,1.18,27.0,30.0,-3.0,-0.15,0.36,Matches
414,Summer Yates,usUSA,MF,Orlando Pride,23,2000,25,,53.0,56.7,14.7,17,64.0,0,8,30.0,0,2.36,31.0,9.0,22.0,1.49,1.14,Matches
415,Katie Zelem,engENG,MF,Angel City FC,28,1996,10,744.0,74.0,31.8,8.3,8,84.0,5,2,36.0,0,1.2,9.0,14.0,-5.0,-0.6,-0.15,Matches
416,McCall Zerboni,usUSA,MF,Gotham FC,37,1986,13,168.0,13.0,7.2,1.9,0,,0,13,13.0,3,2.4,1.0,1.0,0.0,0.0,-0.87,Matches
417,Claudia Zornoza,esESP,MF,Royals,33,1990,10,844.0,84.0,36.1,9.4,10,84.0,8,0,,0,1.6,14.0,11.0,3.0,0.32,1.58,Matches
